ShotMarker Archived Data (generated Feb 11 2026)
Exported 157 strings from Jan 30 to Feb 19 of 2982 total in archive

Feb 19 2026,M1 R1 T11-E8,#11 (11-E8),2258 x 1721,ICFRA F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:44.52 am,,4,4,26,167,309,1660,0.5,-1,9.4,8.1,
,12:45.45 am,,5,5,26,122,156,1649,1,-1.2,3.7,9,
,12:46.22 am,,6,5,26,138,121,1633,1.5,-1.2,8.3,10.2,
,12:46.57 am,,7,5,26,135,80,1645,0.7,-1.3,7.3,6.3,
,12:47.30 am,,8,V,26,63,102,1659,1.2,-1.4,6.3,8.6,
,12:48.24 am,,9,5,26,247,76,1679,0.4,-0.8,10.5,8.7,
,12:49.26 am,,10,5,26,78,169,1644,1.4,-1.4,2.9,9.5,

Jan 31 2026,unnamed,#11 (11-E8),2258 x 1721,ICFRA Target Rifle Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,1:03.13 am,sighter/incomplete,S1,2,26,742,530,1375,-0.4,-0.4,,0,
,1:08.27 am,sighter/incomplete,S2,1,26,1072,-422,1355,-0.9,0.5,,0,
,1:17.17 am,incomplete,1,2,26,121,772,1428,0.8,1.7,,0,
,1:23.05 am,incomplete,2,2,25,290,-712,1595,0.5,0.3,,0,
,1:23.31 am,incomplete,3,2,25,575,41,1607,-0.2,0.1,,0,
,1:23.54 am,incomplete,4,5,25,171,145,1621,0.9,1.3,,0,

Jan 31 2026,John R Practice,#9 (9-E6),2258 x 1721,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:42.30 am,sighter,S1,2,26,-598,77,1430,-1,0.5,6.3,8.5,
,12:43.13 am,sighter,S2,V,26,-42,47,1391,-0.4,0.5,3.7,13.3,
,12:43.49 am,,1,5,26,-126,-144,1408,-0.9,0.1,2.9,7.9,
,12:44.28 am,,2,V,26,56,50,1412,-0.4,0.4,2.9,3.9,
,12:45.06 am,,3,4,26,-159,287,1423,-0.2,0.8,0.6,5.5,
,12:45.44 am,,4,5,26,190,40,1416,-0.7,0.5,1,3.7,
,12:46.15 am,,5,V,26,-110,0,1418,-0.4,0.6,0.6,10.7,
,12:46.42 am,,6,5,26,-62,-134,1408,-0.3,0.9,3.7,7,
,12:47.06 am,,7,V,26,9,-102,1399,-0.8,0.4,1,5.6,
,12:47.42 am,,8,V,26,54,-6,1428,-0.4,0.2,0.2,6,

Jan 31 2026,Joe D_2,#11 (11-E8),2258 x 1721,ICFRA Target Rifle Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:42.15 am,incomplete,1,5,26,46,-197,1633,0.5,0.8,,0,
,12:43.02 am,incomplete,2,5,26,-30,147,1606,0.5,1,,0,
,12:43.30 am,incomplete,3,V,26,88,25,1626,0.3,1.1,,0,
,12:43.57 am,incomplete,4,V,26,60,-16,1630,0.4,0.5,,0,
,12:44.27 am,incomplete,5,V,26,27,32,1637,0.6,0.9,,0,
,12:45.26 am,incomplete,6,3,26,-129,-401,1597,0.7,0.8,,0,
,12:46.00 am,incomplete,7,V,26,73,68,1634,0.6,1.2,,0,
,12:46.18 am,incomplete,8,V,26,-8,27,1627,0.7,0.9,,0,
,12:46.37 am,incomplete,9,5,26,137,-67,1618,1.2,1.4,,0,
,12:46.57 am,incomplete,10,4,26,-70,-273,1599,0.5,0.5,,0,

Jan 31 2026,Russ,#3 (3-DX),2258 x 1721,ICFRA-2008 F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:32.52 am,sighter,S1,2,26,-425,-392,1353,0.8,1.4,2.9,6.1,
,12:33.27 am,sighter,S2,4,26,-365,-13,1357,0.8,2.1,2.9,5,
,12:33.57 am,,1,4,26,-133,-237,1344,0.6,2.1,2.9,6.7,
,12:34.25 am,,2,6,26,12,78,1365,0.5,2.1,0.6,5.5,
,12:34.46 am,,3,6,26,-80,-19,1355,0.8,2.5,14,1.2,
,12:35.15 am,,4,6,26,-56,-42,1364,1,1.7,3.7,5.1,
,12:35.45 am,,5,5,26,189,-102,1368,0.8,1.9,1.6,0.3,
,12:36.09 am,,6,4,26,-277,-173,1346,0.3,1.1,7.3,1.5,
,12:36.56 am,,7,4,26,183,203,1365,0.6,2.3,2.2,1.6,
,12:37.37 am,,8,5,26,-72,-133,1333,0.6,1.7,2.9,1.7,
,12:38.03 am,,9,6,26,-34,83,1337,0.3,2.2,2.9,3.5,
,12:38.26 am,,10,5,26,95,-172,1353,0.6,1.1,5.4,0.6,

Jan 31 2026,unnamed,#11 (11-E8),2258 x 1721,ICFRA Target Rifle Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:33.36 am,sighter/incomplete,S1,3,26,-339,342,1446,0.9,0.8,,0,
,12:35.02 am,sighter/incomplete,S2,5,26,-127,-171,1444,1,1.4,,0,
,12:36.09 am,incomplete,1,3,26,-18,-425,1442,0.9,-0.8,,0,
,12:37.12 am,incomplete,2,4,26,-38,-325,1446,1.3,0.5,,0,
,12:37.43 am,incomplete,3,5,26,-194,-15,1441,0.8,1.9,,0,
,12:38.09 am,incomplete,4,5,26,-154,-145,1443,1,0.3,,0,

Jan 31 2026,Buck 4,#27 (27-E3 CRC),2258 x 1721,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:33.25 am,,1,V,26,-99,57,1561,1.6,1.2,10.5,13.4,
,12:33.59 am,,2,V,26,-11,43,1570,1.5,0.8,9.4,16,
,12:34.27 am,,3,5,26,-19,182,1597,1.1,1,10.5,13.4,
,12:34.55 am,,4,V,26,-11,80,1555,0.4,0.4,11.6,11.3,
,12:35.27 am,,5,V,26,95,64,1556,1.4,1.1,15.3,12.4,
,12:35.53 am,,6,V,26,16,-116,1557,0.8,0.4,7.3,13.4,
,12:36.24 am,,7,V,26,-16,34,1579,1.2,1.1,11.6,12.9,
,12:36.55 am,,8,V,26,78,3,1566,1.8,0.8,11.6,14.6,
,12:37.19 am,,9,V,26,57,108,1553,1.2,0.9,12.8,17.1,
,12:37.50 am,,10,V,26,-49,-97,1527,0.5,1.2,2.9,11.4,

Jan 31 2026,unnamed,#28 (28-E4 CRC),2258 x 1721,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:27.54 am,sighter,S1,4,26,-326,141,1677,-0.3,-1.9,9.4,4.3,
,12:30.23 am,sighter,S2,V,26,79,-73,1667,-0.7,-2.4,0.6,2.2,
,12:30.57 am,,1,4,26,386,132,1688,-0.7,-2.4,5.4,1.1,
,12:31.30 am,,2,5,26,234,-5,1674,-0.3,-2.5,1.6,4.1,
,12:31.53 am,,3,V,26,58,-54,1677,-0.1,-2.3,0.2,4.7,

Jan 31 2026,unnamed,#10 (10-E7),1715 x 1715,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:10.37 am,sighter,S1,2,26,-432,-422,1581,1,-0.7,12.8,7.9,
,12:11.21 am,sighter,S2,4,26,-329,-123,1554,1,-0.6,11.6,7.5,
,12:11.48 am,,1,5,26,-54,178,1583,0.8,-1.7,9.4,10.8,
,12:12.13 am,,2,2,26,560,-98,1578,1.9,-1,10.5,4.6,
,12:12.38 am,,3,5,26,152,-119,1572,1.1,-1.5,9.4,6.5,
,12:13.04 am,,4,V,26,80,-14,1570,1,-2.3,15.3,9.3,
,12:13.39 am,,5,5,26,-135,63,1573,0.8,-1,6.3,10,
,12:14.01 am,,6,V,26,-41,73,1569,0.9,-1.2,10.5,9.7,
,12:14.25 am,,7,5,26,-183,159,1574,0.6,-0.7,10.5,10.3,
,12:14.49 am,,8,V,26,-35,102,1571,0.9,-0.7,0.6,8.5,
,12:15.09 am,,9,5,26,-39,149,1585,1.1,-1.1,9.4,8.5,
,12:15.30 am,,10,V,26,-58,-53,1572,1.1,-1.2,4.5,8.6,
,12:15.50 am,,11,V,26,-53,-19,1581,1,-1,9.4,10.1,
,12:16.13 am,,12,5,26,-141,33,1565,0.1,-1.1,9.4,9,
,12:16.38 am,,13,5,26,82,128,1599,0.8,-1,12.8,8.6,

Jan 31 2026,Joe D_1,#11 (11-E8),2258 x 1721,ICFRA Target Rifle Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:25.33 am,sighter/incomplete,S1,2,26,-753,-28,1603,1.2,1.4,,0,
,12:26.24 am,incomplete,1,V,26,-27,104,1598,0.8,1,,0,
,12:27.03 am,incomplete,2,5,26,-133,191,1585,0.7,-0.5,,0,
,12:27.38 am,incomplete,3,5,26,-6,152,1614,0.7,1.2,,0,
,12:28.05 am,incomplete,4,V,26,-60,-4,1612,0.6,0.4,,0,
,12:28.29 am,incomplete,5,V,26,3,21,1633,0.7,1,,0,
,12:28.58 am,incomplete,6,V,26,-6,-29,1605,0.4,0.4,,0,
,12:29.26 am,incomplete,7,V,26,2,61,1622,1,1.5,,0,
,12:29.50 am,incomplete,8,V,26,-92,42,1635,0.7,1.2,,0,
,12:30.14 am,incomplete,9,V,26,26,88,1631,1.6,1.2,,0,
,12:30.41 am,incomplete,10,V,26,-68,-62,1614,1,0.1,,0,

Jan 31 2026,Max,#3 (3-DX),2258 x 1721,ICFRA-2008 F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:10.42 am,sighter,S1,5,25,-30,184,1366,0.8,2.1,9.4,2.4,
,12:12.22 am,sighter,S2,5,25,-161,7,1336,0.7,1.4,2.2,1.9,
,12:13.43 am,,1,6,25,-42,-102,1357,1.8,1.7,19.2,1.3,
,12:14.50 am,,2,5,25,71,231,1346,0.4,2.7,1,0.6,
,12:15.43 am,,3,6,25,70,25,1350,0.6,2.2,3.7,0.7,
,12:16.26 am,,4,5,25,117,168,1352,1.1,2.6,4.5,2.6,
,12:17.33 am,,5,X,25,48,-34,1354,1.2,2.4,9.4,2.8,
,12:18.21 am,,6,6,25,-26,66,1331,0.5,2.1,2.9,0.7,
,12:19.39 am,,7,5,26,117,146,1355,0.7,1.7,1,3.1,
,12:21.21 am,,8,3,25,488,-10,1342,0.9,2.4,9.4,0.6,
,12:24.12 am,,9,5,26,127,198,1345,0.7,2.2,1.6,5.4,
,12:25.16 am,,10,3,26,460,234,1360,0.9,2.8,5.4,8.9,

Jan 31 2026,Finn TS,#23 (23-FX),2258 x 1721,ICFRA-2008 F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:17.21 am,sighter,S1,6,25,-111,27,1360,1.1,-0.3,10.5,22.7,
,12:17.56 am,sighter,S2,6,25,-75,84,1352,0.9,-0.3,4.5,24.9,
,12:18.41 am,,1,5,25,-199,-22,1372,0.5,0.5,9.4,19.7,
,12:19.31 am,,2,5,25,-28,-143,1360,0.8,0.3,12.8,24.6,
,12:20.12 am,,3,6,25,-121,35,1349,0.9,0.3,9.4,23.9,
,12:20.47 am,,4,6,25,73,-99,1327,0.8,-0.2,15.3,21.1,
,12:21.23 am,,5,5,25,-158,-180,1362,1.4,0.3,19.2,22.6,
,12:22.08 am,,6,5,26,59,-125,1319,1.1,-0.5,9.4,21.7,
,12:24.46 am,,7,6,26,80,-1,1342,1.7,-0.4,6.3,22.9,
,12:25.57 am,,8,5,26,-194,-59,1351,0.7,-0.1,17.9,26.5,
,12:26.38 am,,9,X,26,-40,-49,1366,1.1,-0.3,10.5,22.6,
,12:27.29 am,,10,6,26,-36,103,1360,0.8,0.3,16.6,26.9,

Jan 31 2026,S,#29 (29-E5 CRC),1715 x 1715,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:18.24 am,,1,5,26,-100,97,1532,-1.1,-0.7,20.6,1.4,
,12:19.10 am,incomplete,2,V,26,122,21,1583,0.7,1.8,,0,
,12:19.53 am,,3,5,26,-173,-33,1547,0.1,0.3,8.3,2,
,12:22.38 am,incomplete,4,5,26,-82,-119,1553,1.5,1.5,,0,
,12:23.13 am,incomplete,5,V,26,70,-3,1552,0.9,1.2,,0,
,12:23.49 am,incomplete,6,V,26,-108,24,1553,0.6,1,,0,
,12:24.27 am,,7,5,26,-159,-68,1551,-0.4,0.8,12.8,1.6,
,12:25.10 am,incomplete,8,5,26,-143,42,1542,0.4,1.2,,0,
,12:25.53 am,incomplete,9,V,26,-12,-66,1559,1.7,0.8,,0,

Jan 31 2026,unnamed,#11 (11-E8),2258 x 1721,ICFRA Target Rifle Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:22.47 am,sighter/incomplete,S1,4,26,278,147,1319,4.6,0.9,,0,

Jan 31 2026,Edc2,#28 (28-E4 CRC),2258 x 1721,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:17.52 am,,1,5,26,38,145,1699,-0.3,-2.3,2.9,0.5,
,12:18.20 am,,2,V,26,68,3,1665,-0.3,-2.3,3.7,3.5,
,12:18.49 am,,3,V,26,-38,-13,1681,-0.3,-2.5,3.7,1.6,
,12:19.38 am,,4,V,26,11,-110,1670,-0.3,-2.5,5.4,10.1,
,12:20.06 am,,5,5,26,213,-14,1668,0.1,-2.4,2.9,0.4,
,12:20.39 am,,6,5,26,-9,-249,1671,0.3,-3.3,3.7,4.9,
,12:21.04 am,,7,V,26,-46,70,1701,0.3,-2.5,2.2,4.7,
,12:21.45 am,,8,V,26,21,-121,1665,0.1,-2.7,6.3,5.3,
,12:22.11 am,,9,5,26,1,-149,1664,-0.1,-3,0.6,3.4,
,12:22.34 am,,10,5,26,32,-152,1660,-0.5,-2.6,1,4.9,

Jan 31 2026,Spiro_1,#9 (9-E6),2258 x 1721,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:05.05 am,hidden/sighter,(0),5,25,-217,46,1579,-0.9,0.5,1.6,6.8,
,12:06.20 am,hidden/sighter,(0),5,25,-143,70,1579,-1.1,0.4,2.9,7,
,12:09.31 am,sighter,S1,4,26,337,0,1511,-0.4,-0.6,0.2,13.8,
,12:10.45 am,sighter,S2,4,25,299,123,1491,-1.1,0.4,1,3.5,
,12:12.07 am,,1,V,26,76,-10,1509,-0.7,0.1,6.3,5.4,
,12:12.32 am,,2,5,26,130,50,1532,-0.6,0.1,3.7,6.2,
,12:14.07 am,,3,V,26,23,55,1518,0.1,0,5.4,3.6,
,12:14.44 am,,4,V,26,-55,-7,1515,-0.7,0,2.9,7,
,12:15.14 am,,5,V,26,-103,58,1530,-0.9,-0.1,7.3,3.1,
,12:15.46 am,,6,5,26,-66,126,1539,-0.5,0.8,4.5,8.2,
,12:16.42 am,,7,5,26,86,229,1524,-0.5,0.3,5.4,1.6,
,12:17.13 am,,8,V,26,-38,-107,1500,-0.6,0.3,2.2,7.5,
,12:17.54 am,,9,5,26,-213,20,1553,-0.4,0.4,2.9,4.2,
,12:18.39 am,,10,V,26,-4,32,1536,-0.7,0.4,2.2,6.2,

Jan 31 2026,Luke TS,#23 (23-FX),2258 x 1721,ICFRA-2008 F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:05.35 am,,1,6,25,7,129,1371,0.5,-0.7,9.4,23.1,
,12:06.54 am,,2,X,25,28,20,1354,1.1,0.1,16.6,21.5,
,12:07.35 am,,3,4,25,-292,-174,1403,0.9,0.1,15.3,16.9,
,12:08.53 am,,4,6,25,-105,-68,1338,1.4,-0.1,5.4,20.9,
,12:09.45 am,,5,5,25,150,74,1357,0.9,-0.3,4.5,29.6,
,12:11.27 am,,6,4,25,46,-286,1305,0.7,-0.6,12.8,32.7,
,12:12.46 am,,7,6,25,-88,-44,1373,0.7,-0.1,17.9,23.1,
,12:13.32 am,,8,6,25,30,97,1368,0.9,-0.4,8.3,23,
,12:14.09 am,,9,6,25,-115,-20,1370,1,0.3,4.5,21.4,
,12:14.58 am,,10,5,25,186,-43,1322,0.6,-0.2,17.9,25.9,

Jan 31 2026,Buck 3,#27 (27-E3 CRC),2258 x 1721,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:09.58 am,,1,V,25,104,-70,1560,1,1.1,10.5,12,
,12:10.36 am,,2,V,25,-13,-51,1551,1.9,-0.1,16.6,10.3,
,12:11.22 am,,3,5,25,-14,-134,1562,1.2,1.1,10.5,14.8,
,12:11.47 am,,4,V,25,-50,-37,1554,0.9,1,10.5,11.1,
,12:12.22 am,,5,V,25,113,67,1558,1.4,1.3,11.6,13.5,
,12:12.51 am,,6,V,25,21,27,1566,1,1,6.3,12,
,12:13.21 am,,7,5,25,134,-18,1569,2,-0.3,9.4,14.7,
,12:13.43 am,,8,V,25,7,55,1572,1.3,0.7,5.4,14.2,
,12:14.13 am,,9,5,25,105,-92,1565,1.4,0.1,9.4,12.6,
,12:14.51 am,,10,5,25,52,131,1573,1.2,1.1,11.6,15.9,

Jan 31 2026,Leo p s2,#11 (11-E8),2258 x 1721,ICFRA Target Rifle Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:11.07 am,sighter/incomplete,S1,V,25,37,82,1353,0.9,1.4,,0,
,12:11.24 am,sighter/incomplete,S2,5,25,81,-168,1348,1.1,0.5,,0,
,12:11.51 am,incomplete,1,5,25,-75,-144,1342,0.6,0.4,,0,
,12:12.12 am,incomplete,2,V,25,9,77,1347,1,1.2,,0,
,12:12.41 am,incomplete,3,4,25,-262,200,1355,0.6,0.7,,0,
,12:13.10 am,incomplete,4,5,25,-197,137,1362,1,1.5,,0,
,12:13.38 am,incomplete,5,5,25,-63,200,1375,0.3,1.5,,0,
,12:14.09 am,incomplete,6,5,25,-178,145,1387,1.6,0.6,,0,

Jan 31 2026,Leo p s 1,#11 (11-E8),2258 x 1721,ICFRA Target Rifle Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:03.11 am,sighter/incomplete,S1,3,25,182,451,1372,1.3,1.4,,0,
,12:04.23 am,sighter/incomplete,S2,5,25,-206,127,1349,0.7,0.9,,0,
,12:05.32 am,incomplete,1,5,25,26,217,1353,1,1.6,,0,
,12:06.11 am,incomplete,2,4,25,-232,326,1345,1.4,0.2,,0,
,12:07.40 am,incomplete,3,5,25,-71,-223,1340,1,0.5,,0,
,12:08.07 am,incomplete,4,5,25,-217,98,1347,1.2,0.4,,0,
,12:08.31 am,incomplete,5,5,25,-222,-73,1359,0.9,0.5,,0,
,12:08.49 am,incomplete,6,V,25,-6,-107,1347,2.1,1.2,,0,
,12:09.10 am,incomplete,7,5,25,-173,165,1361,0.4,1,,0,
,12:09.29 am,incomplete,8,V,25,71,9,1346,0.6,0.7,,0,
,12:09.51 am,incomplete,9,4,25,92,344,1369,0.5,1.8,,0,
,12:10.25 am,incomplete,10,5,25,-114,175,1359,1.2,0.9,,0,

Jan 31 2026,unnamed,#28 (28-E4 CRC),2258 x 1721,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:04.49 am,sighter,S1,5,25,128,-95,1676,-0.6,-1.7,1.6,1.6,
,12:05.33 am,sighter,S2,4,25,-333,-59,1663,0.3,-2.7,3.7,3.5,
,12:06.08 am,,1,5,25,-209,49,1677,-0.3,-2.2,6.3,4.9,
,12:06.40 am,,2,5,25,-191,-154,1669,-0.7,-2.5,3.7,6,
,12:07.10 am,,3,3,25,-509,-219,1676,0.4,-3,0.6,9.7,
,12:07.46 am,,4,V,26,-40,-110,1682,0.2,-3.3,2.2,2.2,

Jan 31 2026,Sims,#29 (29-E5 CRC),1715 x 1715,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:58.03 pm,incomplete,1,V,25,-32,84,1517,1.2,0.9,,0,
,11:58.59 pm,incomplete,2,V,25,-69,18,1533,1,0.6,,0,
,11:59.47 pm,incomplete,3,V,25,128,-22,1513,1.1,1.1,,0,
,12:01.50 am,incomplete,4,5,25,-98,-152,1526,0.4,0.6,,0,
,12:02.32 am,,5,5,25,-179,-81,1504,-0.1,0.7,11.6,3.1,
,12:03.10 am,incomplete,6,V,25,-12,-53,1510,1.4,0.9,,0,
,12:03.43 am,,7,5,25,-167,-89,1492,-1.1,-0.3,22.1,1.5,
,12:04.51 am,incomplete,8,V,25,-33,-33,1506,0.7,1.1,,0,
,12:05.23 am,incomplete,9,V,25,2,-73,1510,0.8,1.1,,0,
,12:05.57 am,incomplete,10,V,25,-28,-44,1522,1.4,0.8,,0,

Jan 31 2026,unnamed,#28 (28-E4 CRC),2258 x 1721,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:00.05 am,,1,V,25,32,91,1670,0.4,-2.8,4.5,1.6,
,12:01.41 am,,2,V,25,26,-103,1683,0.3,-2.5,1,4.1,
,12:03.12 am,,3,V,25,34,-26,1689,0.1,-1.9,2.2,3.9,

Jan 31 2026,Finn TS,#23 (23-FX),2258 x 1721,ICFRA-2008 F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:48.58 pm,sighter,S1,4,25,291,-34,1340,0.9,-0.1,17.9,32.3,
,11:49.40 pm,sighter,S2,6,25,74,54,1364,0.7,0.1,14,32,
,11:50.13 pm,,1,5,25,-226,7,1368,1.1,-0.5,8.3,26.5,
,11:50.44 pm,,2,6,25,74,-78,1338,0.8,0.6,12.8,24.8,
,11:52.56 pm,,3,X,25,2,-33,1328,0.6,-0.9,17.9,25.7,
,11:53.30 pm,,4,6,25,-65,-34,1351,1.3,0.3,19.2,24.8,
,11:54.05 pm,,5,X,25,14,-12,1359,1,-0.3,16.6,26.3,
,11:55.08 pm,,6,5,25,115,-141,1302,1,0.2,19.2,25.4,
,11:55.54 pm,,7,4,25,244,-120,1327,0.9,0.3,9.4,23.7,
,11:56.37 pm,,8,5,25,-23,-140,1328,1.2,0.4,11.6,24.6,
,11:59.57 pm,,9,5,25,-91,124,1382,1.1,0.1,12.8,21.5,
,12:01.30 am,,10,6,25,-88,-20,1310,1.2,0.1,8.3,26.8,

Jan 31 2026,Rus ts,#3 (3-DX),2258 x 1721,ICFRA-2008 F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:37.58 pm,sighter,S1,2,25,446,362,1345,1.1,2.1,1,9.9,
,11:39.26 pm,sighter,S2,5,25,153,147,1338,0.5,2.1,1.6,3.9,
,11:40.35 pm,,1,6,25,85,35,1371,0.9,2.1,2.2,2.1,
,11:42.49 pm,,2,6,25,-100,78,1338,0.7,2.1,2.2,2.8,
,11:44.06 pm,,3,4,25,303,-36,1351,0.7,2.1,3.7,2.9,
,11:45.50 pm,,4,4,25,161,-337,1361,0.5,1.7,10.5,1.8,
,11:48.59 pm,,5,X,25,-45,-41,1361,0.6,1.9,2.9,1.7,
,11:49.29 pm,,6,5,25,21,152,1366,0.5,2.4,0.6,1.7,
,11:50.18 pm,,7,4,25,320,-188,1340,0.8,1.9,7.3,1.6,
,11:50.46 pm,,8,3,25,-4,-438,1337,1.2,2.1,6.3,4.7,
,11:52.28 pm,,9,5,25,189,-134,1340,0.8,2.1,0.6,1.6,
,11:52.57 pm,,10,5,25,-82,-109,1353,1.2,2.1,2.2,3.4,

Jan 31 2026,Matt D s2,#11 (11-E8),2258 x 1721,ICFRA-2008 F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:45.27 pm,sighter/incomplete,S1,5,25,167,-16,1633,0.1,0.5,,0,
,11:46.46 pm,sighter/incomplete,S2,X,25,-27,6,1658,0.6,0.8,,0,
,11:47.38 pm,incomplete,1,6,25,114,-37,1646,1.3,0.8,,0,
,11:48.30 pm,incomplete,2,5,25,26,168,1643,0.6,1.1,,0,
,11:49.18 pm,incomplete,3,4,25,232,127,1645,0.7,1.4,,0,
,11:50.23 pm,incomplete,4,6,25,23,-80,1645,0.5,0.7,,0,
,11:51.04 pm,incomplete,5,3,25,-434,-127,1652,1.1,1.3,,0,
,11:51.49 pm,incomplete,6,4,25,280,-86,1658,1.3,0.9,,0,
,11:52.51 pm,incomplete,7,5,25,229,-106,1649,0.4,0.5,,0,
,11:54.34 pm,incomplete,8,5,25,-96,133,1647,0.3,0.6,,0,

Jan 30 2026,Phil 2,#9 (9-E6),2258 x 1721,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:49.46 pm,sighter,S1,4,25,258,23,1507,-0.7,0.7,2.9,2,
,11:50.19 pm,,1,V,25,2,108,1519,-0.5,0.8,0.6,2.6,
,11:50.59 pm,,2,5,25,77,-133,1486,-0.7,-0.1,2.9,5.6,
,11:51.28 pm,,3,V,25,-18,-125,1509,-0.3,0.3,2.2,3.6,
,11:51.55 pm,,4,5,25,107,125,1508,-0.6,0.4,5.4,0.4,
,11:52.16 pm,,5,V,25,-72,105,1534,-0.4,0.6,4.5,4.8,
,11:52.37 pm,,6,5,25,-61,123,1521,-0.7,0.8,10.5,4.2,
,11:53.01 pm,,7,5,25,-90,154,1523,-0.5,0.3,2.2,3.8,
,11:53.24 pm,,8,5,25,60,217,1541,-0.7,0.3,1.6,4.5,
,11:53.44 pm,,9,V,25,-45,57,1518,-0.5,0,1,4.3,
,11:54.02 pm,,10,V,25,-26,81,1534,-0.6,0.3,6.3,3.2,

Jan 30 2026,Ed,#28 (28-E4 CRC),2258 x 1721,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:51.12 pm,sighter,S1,5,25,211,106,1668,-0.5,-2.1,2.9,1.3,
,11:52.09 pm,sighter,S2,4,25,44,373,1696,-0.4,-1.8,1,1.6,
,11:52.38 pm,,1,V,25,-59,16,1683,-0.1,-2.5,1,3.8,
,11:53.04 pm,,2,V,25,37,79,1666,-0.3,-3,3.7,2.6,
,11:53.28 pm,,3,5,25,25,195,1677,-0.3,-2.3,0.6,0.7,
,11:53.57 pm,,4,4,25,171,200,1671,-0.1,-2.1,0.6,1.3,
,11:54.39 pm,,5,V,25,86,-1,1667,0,-2.2,3.7,2.9,
,11:55.05 pm,,6,V,25,-14,-91,1662,-0.3,-2.9,9.4,3.5,
,11:55.33 pm,,7,V,25,-65,-61,1683,0.2,-2.8,2.2,3.5,
,11:56.48 pm,,8,V,25,24,-15,1670,-0.5,-1.9,0.6,2.1,
,11:57.18 pm,,9,V,25,99,-45,1675,-0.3,-2.6,3.7,2.4,
,11:57.42 pm,,10,5,25,144,-41,1675,0,-2.4,1.6,4.2,

